"created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url","image_url","location"
"Fri Nov 24 16:22:07 +0000 2023","1728086604974010705","Credit record: @ldtyas_ (ps.tawa u enak bener di ending 🤭)   Jiko:  "R-I-S-T-A  I am Rista  I say hey!"  Kalimat kedua agak bahaya ya? @A_ChristyJKT48 😂   Btw @AM_EllaJKT48 makasih apresiasinya 🥰🤗  Thank you  Erigo! 👍👍 https://t.co/csNMXUZrkA","0","9","19","112","in","1114015279544066048","1728086604974010705","RistaFuji","https://twitter.com/RistaFuji/status/1728086604974010705","https://pbs.twimg.com/ext_tw_video_thumb/1728086511772676096/pu/img/UF_KAZq2ucAygaAG.jpg","Indonesia"
"Sat Nov 18 00:27:39 +0000 2023","1725672078815490098","Promo Paket Diskon Kaos T-shirt Erigo  Beli 3 Hanya 165Ribu  https://t.co/8J29a88Rxq https://t.co/vB8k2kmzHD","0","0","82","80","in","1515986754292965376","1725672078815490098","synchronices","https://twitter.com/synchronices/status/1725672078815490098","https://pbs.twimg.com/media/F_LRm1saUAAv7fR.jpg",""
"Sun Nov 12 04:19:52 +0000 2023","1723556190611968511","/tanya kemeja erigo 35k?!🥲🫶🏻 https://t.co/x4Ja0qEUax","0","4","6","6","in","1621414146863697920","1723556190611968511","tokekgofess","https://twitter.com/tokekgofess/status/1723556190611968511","https://pbs.twimg.com/media/F-tNN4WaQAA2-2A.jpg",""
"Mon Nov 27 16:22:15 +0000 2023","1729173803304136841","menahan diri untuk tidak co hoodie erigo serba 50ribu😭😭😭","0","9","0","2","in","1370663682435256325","1729173803304136841","ffairylithe","https://twitter.com/ffairylithe/status/1729173803304136841","",""
"Sun Nov 12 10:45:30 +0000 2023","1723653235918131419","di indomaret td pada pake erigo sm bdts trs mamaku blg "kok banyak yg pake baju kyk punyamu" (tp aku gapake baju jeketi) bagaimana cara ak menjelaskannya 😭😭🙏🙏🙏","0","3","1","18","in","1668937552072704002","1723653235918131419","gurezhe","https://twitter.com/gurezhe/status/1723653235918131419","","!!—⭐"
"Sat Nov 25 11:31:00 +0000 2023","1728375732420899085","ngiming²  ini host live shopee kan ya?? waktu itu erigo udah mewanti² biar karyawan gaada yg foto sama member kecuali miko... atau beda peraturan ?   walopun ak masi kesel grgr pp 1 doang  tapi sisi lain erigo sangat menghargai aturan yg ada di jeketi..","1","6","8","45","in","1256240642721812485","1728375732420899085","itsmft_","https://twitter.com/itsmft_/status/1728375732420899085","",""
"Sat Nov 25 04:29:23 +0000 2023","1728269627799830880","Erigo Kemeja Serba 50K &amp; Hoodie Serba 79K https://t.co/MPHUA7vju1 https://t.co/8QmWbdvEHf","0","0","0","3","in","1251407687650177025","1728269627799830880","discountfess","https://twitter.com/discountfess/status/1728269627799830880","https://pbs.twimg.com/media/F_wMEQZb0AAgy87.jpg","Join Channel Tele 👇🏻"
"Fri Nov 24 01:12:32 +0000 2023","1727857699696922777","selamat pagiii  semangat nanti di erigo yaw tida see u dulu deh gue mau healing 😋 @A_ChristyJKT48 https://t.co/f5YJXfoIdh","0","0","0","17","in","1283948936508502016","1727857699696922777","chrirmast","https://twitter.com/chrirmast/status/1727857699696922777","https://pbs.twimg.com/media/F_qVazbbIAANuNs.jpg",""
"Fri Nov 24 15:15:24 +0000 2023","1728069814097158412","Freebies STS @A_ChristyJKT48 Erigo wkwkwkwkwkwkwk","1","24","9","665","in","2352960692","1728069814097158412","Christyzer","https://twitter.com/Christyzer/status/1728069814097158412","","Jakarta, Indonesia🇮🇩"
"Wed Nov 15 09:18:58 +0000 2023","1724718625960132917","gpp lah nanti JKT menyusul  kodenya ada di dalam bungkus Japota/Nivea Men/Erigo :D keren kan seandainya bisa spt ini ^^","2","10","11","72","in","3833625080","1724718625960132917","djtHobbies","https://twitter.com/djtHobbies/status/1724718625960132917","",""
"Sat Nov 11 02:52:03 +0000 2023","1723171701322838458","Gita Sekar Andarini wore Erigo T-Shirt Corley Medium Stripe Brown.  #JKT48Fashion https://t.co/7xrRumCr8t","0","2","1","86","in","821057464523100166","1723171701322838458","fashionjeketi","https://twitter.com/fashionjeketi/status/1723171701322838458","https://pbs.twimg.com/media/F-nvhpOaUAAhxip.jpg","Boutique"
"Sat Nov 25 04:40:23 +0000 2023","1728272396866740280","Erigo  Kemeja serba 50.000 dan Hoodie serba 79.000  https://t.co/I5dyHfbZxB https://t.co/bqgn5ydWS5","0","0","3","4","in","2384473045","1728272396866740280","pemburupromo28","https://twitter.com/pemburupromo28/status/1728272396866740280","https://pbs.twimg.com/media/F_wOlMlbQAAumew.jpg",""
"Tue Nov 28 14:18:17 +0000 2023","1729504991813980240","Assalamualaikum WTS WTS - Erigo Vol 5 Gita (Belum Di pake Samsek  No PP)   - PP Pajama Gita  - PC Yukata Anin ( Only PC)  - PC NTSY Azizi  Indira  Lia - PC Morning Call Ella - PC cita cita Ella - PP Darashinai Indah - PP Anniv Theater 9 Indah - PP Ramune Atin - PP Summer Atin https://t.co/iYxutgxyP8","0","2","6","13","in","1545343049601269760","1729504991813980240","dhoo044","https://twitter.com/dhoo044/status/1729504991813980240","https://pbs.twimg.com/media/GABvn1eWsAAFYgz.jpg",""
"Fri Nov 24 09:42:47 +0000 2023","1727986110037651570","Christy bukannya jualan erigo...","0","0","2","11","in","844895260614438913","1727986110037651570","rxzkammr_","https://twitter.com/rxzkammr_/status/1727986110037651570","",""
"Sat Nov 25 03:31:19 +0000 2023","1728255014643335283","Siapa yang tiap pagi ngecek shopee karna mau liat erigo indira di kirim apa blm adalah saya😞","0","2","0","7","in","1537395397559484416","1728255014643335283","wirauwii_","https://twitter.com/wirauwii_/status/1728255014643335283","",""
"Wed Nov 15 14:02:39 +0000 2023","1724790015425937872","Akhirnya memiliki juga satu kaos erigo JKT48 agar seperti wota2 lainnya yang memakai skin wota 2023 https://t.co/P4SEL3pZZC","1","1","1","99","in","132424598","1724790015425937872","Rantovl","https://twitter.com/Rantovl/status/1724790015425937872","https://pbs.twimg.com/media/F--vX8KaoAAtVHF.jpg",""
"Mon Nov 27 05:02:09 +0000 2023","1729002650463785251","Flash sale hoodie erigo serba 50.000 Gazz cek fs nya sekarang  https://t.co/U5QTGkcGD8 https://t.co/gbwqYlo19Z","0","0","3","4","in","2384473045","1729002650463785251","pemburupromo28","https://twitter.com/pemburupromo28/status/1729002650463785251","https://pbs.twimg.com/media/F_6mviaaMAAj8hZ.jpg",""
"Thu Nov 16 14:13:07 +0000 2023","1725155036093657108","#intinyadehwots  Ada akun tiktok posting mengenai konser Coldplay orang-orang didepan dia diduga masuk gapake tiket  Kebetulan ada yang pakai kaos erigo x jkt48   Perlu diketahui untuk benar atau tidaknya masuk tanpa tiket masih belum ada kebenaran karena konser Coldplay","0","1","5","44","in","1358643515165532162","1725155036093657108","yagitudehwots","https://twitter.com/yagitudehwots/status/1725155036093657108","","hidup di fx"
"Tue Nov 28 15:26:03 +0000 2023","1729522044684095634","#CallieAnswer hah wkwk pap apaan? Hmm ini ajalah.. masih gamon sama live Shopee erigo kamu.. eh tapi beneran enak ini dipakainya emang  ga panas samsek.. selama ini flannel yg aku punya panas 😅  Good @erigostore 👍👍 mantap lah  #AsramaCallie https://t.co/mUklVRU797","0","0","2","6","in","3009127808","1729522044684095634","chandra_koen182","https://twitter.com/chandra_koen182/status/1729522044684095634","https://pbs.twimg.com/media/GAB_Ihqa8AARo7w.jpg","Temanggung, Indonesia"
"Wed Nov 08 03:30:18 +0000 2023","1722094166854037652","Hai hai 👋  Hari ini akan ada Live Shopee Erigo bersama kack @S_FloraJKT48 lhooooo  jangan sampai ketinggalan yaaaa🥰 https://t.co/gg1UYNGo9m","0","3","22","336","in","1153035835370962944","1722094166854037652","FloRisenID","https://twitter.com/FloRisenID/status/1722094166854037652","https://pbs.twimg.com/media/F-YbfkPawAA11l7.jpg","Dunia Flora"
"Fri Nov 24 06:38:07 +0000 2023","1727939635928846392","Yg mau ke erigo https://t.co/wNcv6BkvCt","1","0","0","23","in","1493012581484986372","1727939635928846392","NagaGiny","https://twitter.com/NagaGiny/status/1727939635928846392","https://pbs.twimg.com/media/F_rf7wdaQAAHcxU.jpg",""
"Sat Nov 25 04:29:16 +0000 2023","1728269599597273490","Erigo Kemeja Serba 50K &amp; Hoodie Serba 79K https://t.co/vETSSKTpBx https://t.co/grN7oo2HhV","0","0","1","3","in","1581884899560423424","1728269599597273490","berburusales","https://twitter.com/berburusales/status/1728269599597273490","https://pbs.twimg.com/media/F_wMCnrbAAAX6FU.jpg","Indonesia"
"Sat Nov 11 12:41:12 +0000 2023","1723319967213641864","Diskon 50% s/d 50k | Tokopedia  Kode promo: LIVETF11  *Min. transaksi 50k *Berlaku untuk produk erigo https://t.co/hqKHtWp1bG https://t.co/sevC0r4g98","0","4","0","16","in","1672464836","1723319967213641864","i_m_mortal_","https://twitter.com/i_m_mortal_/status/1723319967213641864","https://pbs.twimg.com/media/F-p2XVqaIAAmhRG.jpg","Dunia Maya"
"Fri Nov 10 11:17:17 +0000 2023","1722936462604419242","masih ada yg beli erigo aja udah aneh https://t.co/dMe60ZsS6u","0","0","0","3","in","145234721","1722936462604419242","djawhirr","https://twitter.com/djawhirr/status/1722936462604419242","https://pbs.twimg.com/media/F-kZlPfaEAA19Ce.jpg",""
"Sun Nov 26 03:34:33 +0000 2023","1728618216644325771","Erigo aja gak ngizinin stafnya foto bareng member  kecuali Miko (kucing)  njir.","0","0","2","7","in","1364522346","1728618216644325771","ibchyd","https://twitter.com/ibchyd/status/1728618216644325771","","Jember, Jawa Timur"
"Mon Nov 20 02:34:31 +0000 2023","1726428779105698190","Kalian sadar ga admin erigo ga ngabarin seminggu lebih?🙄","0","4","1","40","in","1373459055616794626","1726428779105698190","heroeslegacy_","https://twitter.com/heroeslegacy_/status/1726428779105698190","",""
"Sat Nov 11 08:14:43 +0000 2023","1723252905187414284","wts erigo chika vol 5  punya temen  dijual gara gara kepencet kebeli 2 size L masi ada photo packnya masi dibungkus  harga dm aja https://t.co/rBJTFGnGVW","1","0","8","12","in","1463239449970561029","1723252905187414284","johanwcksno","https://twitter.com/johanwcksno/status/1723252905187414284","https://pbs.twimg.com/media/F-o5YbcbMAA5sfJ.jpg",""
"Mon Nov 27 00:22:06 +0000 2023","1728932171535257839","Good morning @A_ZeeJKT48 🌤 How are u tudei? 👩🏻 Semoga dalam sehat selalu ya  Zi 😊 Zeemangat buat aktifitasnya tudei 🧸 Don't forget ur brekkie 🍳🥪☕ Have a great day and Happy MonZee 🤍🐈🦖🚀 | Sc Erigo https://t.co/hBQTNWe8D7","0","0","1","5","in","327855508","1728932171535257839","lazzuuu_","https://twitter.com/lazzuuu_/status/1728932171535257839","https://pbs.twimg.com/media/F_5mpZ6boAA3MOz.jpg","Indonesia"
"Sat Nov 11 14:02:34 +0000 2023","1723340444372029774","Erigo X Adel Ashel JKT48","0","1","1","28","in","1624295208522518533","1723340444372029774","kiwwiesmile","https://twitter.com/kiwwiesmile/status/1723340444372029774","",""
"Sat Nov 18 03:32:27 +0000 2023","1725718583681155156","WTS Erigo X JKT48 Zee @A_ZeeJKT48  Size M (oversize) Belum pernah dipake Harga tentu dibawah harga awalnya  Minat DM azza yaa https://t.co/WXS2p9vJKG","0","2","3","10","in","1551884273606541312","1725718583681155156","nanohere_","https://twitter.com/nanohere_/status/1725718583681155156","https://pbs.twimg.com/media/F_L7zZUaIAAwt9B.jpg",""
"Sun Nov 26 11:59:39 +0000 2023","1728745326809661581","1 dus mie gaga goreng Gazzzz 42rb https://t.co/nWsxvN4oUk  Erigo pullover azuki 79rb https://t.co/KRbsKVCSlk https://t.co/aNvOKOgXMp","0","0","3","3","in","2384473045","1728745326809661581","pemburupromo28","https://twitter.com/pemburupromo28/status/1728745326809661581","https://pbs.twimg.com/media/F_28tLObIAADY5H.jpg",""
"Wed Nov 22 05:49:29 +0000 2023","1727202622019624984","Bangga sama kamu kak zee @A_ZeeJKT48  2023 semakin melesat ya karir kamu🫶🏾  shonichi ramune blokingan 2  launching bareng erigo ke jepang   dapat peran ancika  main series  live bareng erigo tembus penjualan  perform di jepang &amp; malaysia  launching bareng erigo di thailand","0","1","38","208","in","1080743338389659649","1727202622019624984","panduvw","https://twitter.com/panduvw/status/1727202622019624984","",""
"Sat Nov 11 11:42:20 +0000 2023","1723305151543541951","Sbrp oke kah promo shopeemu?  Me: dapet kaos erigo 2 rp0  Ayo shopee ksi promo yg banya  #Shope1111 #Shope1111WithSalma #SalmaSasabil https://t.co/alD8UELpLy","0","16","0","43","in","1339274305192960000","1723305151543541951","jajancilokk","https://twitter.com/jajancilokk/status/1723305151543541951","https://pbs.twimg.com/media/F-po5nIaoAAIjYY.jpg","♡ rony_parulian.docx"
"Tue Nov 28 06:14:07 +0000 2023","1729383146129629550","Wts pp (photopack) erigo volume lima take all lebih murah satuan beda lagi @azzamimaduddin_ @s_sanjaya1005 @raditzdj @rosen_ocen @JBMERCH48 @Bukan_BajaHitam @eajvran @124Idol @wotaranger_ @Fdly_anr @wblack90   Wts wtt wtb pp (photopack) pc (photocard) JKT48 https://t.co/WSOTRrrdBR","0","0","7","4","in","1604448589467770881","1729383146129629550","Doaibu87","https://twitter.com/Doaibu87/status/1729383146129629550","https://pbs.twimg.com/media/GAAAtHGbMAAPI_6.jpg",""
"Sat Nov 11 18:12:24 +0000 2023","1723403315181134013","Janji ga mabok erigo  wkwkwkk kapan lagi harga under 50k smua ya gw borong. Klo di offline store 500k cuma dpt 3pcs🥰.  Btw ini gw co 5hoodie +2kaos cuma 200k https://t.co/cpSIHMoTPa","0","1","0","3","in","1644625535757336576","1723403315181134013","Jasuukehh","https://twitter.com/Jasuukehh/status/1723403315181134013","https://pbs.twimg.com/media/F-rCLhqaUAEQNrz.jpg","dihatimu🧡"
"Wed Nov 15 09:52:03 +0000 2023","1724726951930151129","Fans jkt48 yg super duper ultimate skrg berarti lg ngemil japota  pake hape xiaomi dan baju erigo  deodorant sama sabun cuci mukanya nivea men  trus lagi belanja online di shopee. What did I miss?","4","3","5","25","in","186397253","1724726951930151129","girumon16","https://twitter.com/girumon16/status/1724726951930151129","",""
"Wed Nov 08 12:30:04 +0000 2023","1722230001725210946","Baju erigo yg dipake Gita ini terlihat lebih nyaman dibanding vol 4 dan vol 5. Gak nyekek ke leher + bahannya keknya yg ini lebih tipis  cocok buat santai di luar ruangan. https://t.co/EVuYDRUugz","0","1","0","4","in","1591492173790605312","1722230001725210946","13tylr","https://twitter.com/13tylr/status/1722230001725210946","https://pbs.twimg.com/media/F-aXDYYa8AAxHDy.jpg","Bangkok, Thailand"
"Wed Nov 22 11:02:59 +0000 2023","1727281517934854518","See u erigo waduh malah jauh lagi wkwkwk","0","0","0","18","in","930414022075211777","1727281517934854518","_Yann69","https://twitter.com/_Yann69/status/1727281517934854518","","Jakarta Capital Region"
"Tue Nov 14 03:52:18 +0000 2023","1724274027815227793","cewe bigo asal Balikpapan woi erigo kaosku dikirim kapan? https://t.co/tUkxOlCaEQ","0","0","0","2","in","306074160","1724274027815227793","buanawisnu","https://twitter.com/buanawisnu/status/1724274027815227793","https://pbs.twimg.com/media/F-3aFoebcAAOBv5.jpg","Jawa Tengah, Indonesia"
"Wed Nov 08 13:37:47 +0000 2023","1722247043790618794","Nyari baju Erigo aja Taiga Faiya Jya jyaa wkwkwk https://t.co/4EpVfXOhZw","13","1","267","1880","in","1530862213379985408","1722247043790618794","dlayyyyyyyy","https://twitter.com/dlayyyyyyyy/status/1722247043790618794","https://pbs.twimg.com/amplify_video_thumb/1722246916661284864/img/MU1NLSSpIJsKkpdP.jpg",""
"Sat Nov 25 02:25:43 +0000 2023","1728238504961089601","“poni aku bagus gakk?”  @AM_EllaJKT48 at erigo wh sale https://t.co/xLHvuKChgC","1","1","144","840","in","1050074380108148738","1728238504961089601","ldtyas_","https://twitter.com/ldtyas_/status/1728238504961089601","https://pbs.twimg.com/media/F_vvvlVaUAAh-SW.jpg","V XII XII I"
"Fri Nov 10 07:02:35 +0000 2023","1722872364059562087","5 hari kemarinn sangat menyenangkan!! Sayangnya hari ini harus balik tertampar  dengan tugas2  tapi terima kasih kaka2 Erigo sudah membuat anak kuliahan ini berlibur sejenak🥲","7","109","126","7227","in","1130446438704353280","1722872364059562087","A_LuluJKT48","https://twitter.com/A_LuluJKT48/status/1722872364059562087","","DKI Jakarta, Indonesia"
"Wed Nov 08 11:27:33 +0000 2023","1722214268211486747","Pada akhirnya baju erigo ini cuma dibeli tapi hampir gapernah dipake.","1","17","4","63","in","1304035321265356801","1722214268211486747","hellobijar","https://twitter.com/hellobijar/status/1722214268211486747","",""
"Thu Nov 23 10:37:20 +0000 2023","1727637447335637408","Syarat masuk buat yg mau ketemu christy sama ella langsung di warehouse erigo https://t.co/D7hymaM2WH","0","0","9","69","in","1493012581484986372","1727637447335637408","NagaGiny","https://twitter.com/NagaGiny/status/1727637447335637408","https://pbs.twimg.com/media/F_nNGQ5bwAAbxvk.jpg",""
"Sat Nov 18 09:07:50 +0000 2023","1725802987564806546","Langsung Aja Gas ada Kak Freya 😉  ERIGO AWAN DISKON 75%‼️🔥🌥️:https://t.co/Dkzbltgh72 https://t.co/Z74thu4HEr","0","0","15","211","in","1254993747126837248","1725802987564806546","FreyaAddict1","https://twitter.com/FreyaAddict1/status/1725802987564806546","https://pbs.twimg.com/media/F_NIqupaIAA-GmT.jpg",""
"Fri Nov 10 09:54:00 +0000 2023","1722915500030894302","Setelah rame PP yang gak ekslusif  Twitter erigo langsung diem wkwk  Biasanya kalo ada member yang live gini langsung spam foto wkwk","0","4","5","93","in","867593541136007168","1722915500030894302","Aditiya15_","https://twitter.com/Aditiya15_/status/1722915500030894302","","Ntah Lah "
"Sat Nov 11 12:02:30 +0000 2023","1723310228282945794","siapa yang tadi nonton live erigo di shopee??!!🥰☝🏻","0","12","1","105","in","1330095658049613825","1723310228282945794","callistaverss","https://twitter.com/callistaverss/status/1723310228282945794","",""
"Wed Nov 08 02:32:27 +0000 2023","1722079605778161857","biar adil. kloter 1 mending liburan lagi ke curug cibulao sama erigo  nanti pulangnya beli mochi sama gemblong bu juju","0","0","1","19","in","1261899765949722624","1722079605778161857","KompasNgidol","https://twitter.com/KompasNgidol/status/1722079605778161857","","Rumah masing-masing"
"Tue Nov 14 13:02:04 +0000 2023","1724412379793146264","Lumayan dapat totebad erigo gratis 🥰👍🏼 gpp dikirim juga min erigo","0","1","0","17","in","1633064049297719297","1724412379793146264","BangJimmmmm","https://twitter.com/BangJimmmmm/status/1724412379793146264","",""
"Wed Nov 15 15:16:38 +0000 2023","1724808635765887383","Coba aja kali-kali ada. Trade PP Anniv Adel  Freya  Flora dan Feni dengan PP Erigo Eli yang biru. Atau siapatau mau checkoutin shopee baju Erigo Eli yang biru dibarter 4 PP ini https://t.co/tFRFhHZ7tV","0","2","0","31","in","132424598","1724808635765887383","Rantovl","https://twitter.com/Rantovl/status/1724808635765887383","https://pbs.twimg.com/media/F-_AT6IaoAAITp7.jpg",""
"Tue Nov 14 03:23:58 +0000 2023","1724266896114287047","kira2  kalo erigo sebagai apparel baru timnas meluncurkan produk2 retro timnas  menarik gak ya?","0","14","3","31","in","317098034","1724266896114287047","Jerseyforum","https://twitter.com/Jerseyforum/status/1724266896114287047","",""
"Fri Nov 10 16:32:53 +0000 2023","1723015883944317004","Buat yg liat  mas-mas pake jaket erigo. Duduk sendirian  makan lumpia gudang di pojokan ketawa-ketawa sendiri. Tolong kasih 50 ya  itu aku.","0","1","0","5","in","1332485912727494663","1723015883944317004","urbarcelet","https://twitter.com/urbarcelet/status/1723015883944317004","","pwt - smrg"
"Sun Nov 12 14:27:33 +0000 2023","1723709118228353077","Banyak yang menyayangkan kalau JOT terlalu memaksakan member untuk beraktivitas   Perlu diketahui untuk jadwal mereka akhir-akhir ini memang padat  Ashel jumat live erigo  Sabtu di Surabaya  Minggu di Nivea men Semarang  Chika Sabtu Nivea men di malang Minggu di semarang https://t.co/4WYb5HwN0d","0","0","4","32","in","1358643515165532162","1723709108682096849","yagitudehwots","https://twitter.com/yagitudehwots/status/1723709118228353077","https://pbs.twimg.com/media/F-vYTmfbsAAbnUa.jpg","hidup di fx"
"Sat Nov 25 09:47:21 +0000 2023","1728349646421107110","Yg ke erigo lagi ada Lia Tanggal 1  Zee Tanggal 4  Shani Tanggal 8","0","2","4","49","in","1493012581484986372","1728349646421107110","NagaGiny","https://twitter.com/NagaGiny/status/1728349646421107110","",""
"Sun Nov 26 11:24:32 +0000 2023","1728736492175167696","Waini dia kesayangan minty 🥰 thank you min Erigo  Tutor dong menyamar jadi Rusa","0","2","10","355","in","1140124343462051841","1728736492175167696","onielity_ofc","https://twitter.com/onielity_ofc/status/1728736492175167696","","Hati dan Senyuman Oniel"
"Thu Nov 23 07:47:57 +0000 2023","1727594821949522042","awal mula jeketian : - 2022 August liat Zee di NYFW Erigo - 2022 Sept fyp konser 10 Anniv - 2022 Okt cuplikan showroom Zee lewat  makin penasaran akhirnya oshi in Zee - 2022 Des tertarik sama Feni  skrng dari Zee oshi nambah Feni 😽","0","1","1","4","in","1263087136032489472","1727594821949522042","hzlntchocoo_","https://twitter.com/hzlntchocoo_/status/1727594821949522042","","Tasikmalaya, Indonesia"
"Mon Nov 27 00:21:20 +0000 2023","1728931978056208782","Izin nanya yg beli erigo kloter 2 masih ada yg belum dikirim?","1","19","1","46","in","1394249284736864258","1728931978056208782","vvotanet","https://twitter.com/vvotanet/status/1728931978056208782","","CARA KIRIM MENFESS"
"Sat Nov 25 12:14:28 +0000 2023","1728386670783791178","@angg_jie buset abang2 erigo yg sering live sm member aj gapernah tuh kek gitu","0","3","2","59","in","1247737857638141960","1728347863300931715","937fun_","https://twitter.com/937fun_/status/1728386670783791178","",""
"Thu Nov 16 04:09:40 +0000 2023","1725003174405353861","@MichaJourney Baju latihan pakai Erigo  nyemil Japota ","0","0","2","34","in","580853610","1725002443233304705","initije","https://twitter.com/initije/status/1725003174405353861","","Cepogo,Boyolali,Jawa Tengah"
"Wed Nov 15 12:18:24 +0000 2023","1724763779995693389","Back to @erigostore office‼️  Kak @Freya_JKT48 bakal hadir lagi di Shopee Live Erigo. Jangan lupa ramaikan ya gais😉  Hari Sabtu  18 November 2023 pukul 16.00 – 18.00 WIB https://t.co/kTiLbDUm4R","3","39","160","1553","in","1046287552368402433","1724763779995693389","FreyanationID","https://twitter.com/FreyanationID/status/1724763779995693389","https://pbs.twimg.com/media/F--XgxpaoAEusjV.jpg","Indonesia"
"Wed Nov 15 01:14:51 +0000 2023","1724596794414485769","Silahkan gaaes *[BUNDLING] Erigo - Kemeja Panjang Erigo Basic Longsleeve Makayla Black + Tote Bag Random M BLACK*  Tahu tidak? Ada [BUNDLING] Erigo - Kemeja Panjang Erigo Basic Longsleeve Makayla Black + Tote Bag Random M BLACK dengan harga spesial!  ~Rp450.000~ *Rp142.800*… https://t.co/Ab4xw1Fnax","0","0","2","0","in","103910267","1724596794414485769","nirwan_anestesi","https://twitter.com/nirwan_anestesi/status/1724596794414485769","https://pbs.twimg.com/media/F-7_pPVbcAAATm8.jpg",""
"Tue Nov 21 16:57:19 +0000 2023","1727008300259229976","!  Info link baju jeketian yang ga kentara jeketi banget dong wkwk.   Selain erigo","0","7","0","112","in","1394249284736864258","1727008300259229976","vvotanet","https://twitter.com/vvotanet/status/1727008300259229976","","CARA KIRIM MENFESS"
"Thu Nov 09 04:37:56 +0000 2023","1722473573405880809","Yaa JKT48 kan cuma jadi batu loncatan aja buat Erigo  untuk menjadi apparel jersey Timnas Indonesia...","0","0","0","4","in","104812937","1722473573405880809","anugroho0211","https://twitter.com/anugroho0211/status/1722473573405880809","","Bebek Sambel Ijo P2"
"Wed Nov 15 14:59:14 +0000 2023","1724804255813709920","Ada yang mau jual photopack erigo Eli yang biru?","0","1","0","20","in","132424598","1724804255813709920","Rantovl","https://twitter.com/Rantovl/status/1724804255813709920","",""
"Wed Nov 15 09:55:20 +0000 2023","1724727774982861062","@UpdateBolabola Last mills jersey nih di laga resmi fifa kayaknya  desember udah ganti erigo.","0","5","0","3","in","1070505077708775425","1724724019860234639","gatauahdark","https://twitter.com/gatauahdark/status/1724727774982861062","",""
"Tue Nov 14 00:44:19 +0000 2023","1724226719027273805","Mamah : "kenapa skrng klo beli baju lengan pendek mulu si na  beli nya kaos lagi".  Aku : "Ye gmna orng erigo × Jeketi dan om jot jga nyiptain Tshirt lengan pendek semua"😭😌 Mamah : "Yaudh jeketi suruh nyiptain yng lengan panjang aja" Aku : (seketika terdiam) gmna ini om jot😭","0","2","1","8","in","1563059063859978240","1724226719027273805","AndinaRosalinda","https://twitter.com/AndinaRosalinda/status/1724226719027273805","","Purwokerto Timur, Indonesia"
"Tue Nov 21 14:36:31 +0000 2023","1726972864912642353","pantes gk kebagian theater  23 live shopee  24 erigo  25 offair. semangat sheng @A_ChristyJKT48","0","1","0","3","in","1416066076782202883","1726972864912642353","mengkity","https://twitter.com/mengkity/status/1726972864912642353","",""
"Sun Nov 12 09:53:43 +0000 2023","1723640205499105305","@isaacxqf @Y_ChikaJKT48 @S_AshelJKT48 Acel dari pas live erigo emang kurang fit","0","0","2","12","in","1495578212877090816","1723636393292018075","greilali","https://twitter.com/greilali/status/1723640205499105305","",""
"Sat Nov 11 13:05:03 +0000 2023","1723325970382516627","Punya assisten dosen adik tingkat  matkul yg ngulang. Gapernah ngumpulin tugas baru sekali dari 5 praktek.   EH KETEMU DI EVENT NIVEA MEN pake Erigo Zee hahahahaahahahaha.  Sip dah  bisa nego kumpulin mana dia tau lagi abisini konser pasti sibuk wkwkwk.","1","0","0","20","in","844895260614438913","1723325970382516627","rxzkammr_","https://twitter.com/rxzkammr_/status/1723325970382516627","",""
"Fri Nov 24 08:34:49 +0000 2023","1727969006827770248","Astaga ini warehouse erigo deket dari rumah  gw semalem kg liat igsnya erigoo faaakkkk 😫😫😞😞","0","0","0","12","in","1290839869825015813","1727969006827770248","fantasyblund","https://twitter.com/fantasyblund/status/1727969006827770248","","Ciputat, Indonesia"
"Sun Nov 19 13:59:12 +0000 2023","1726238700710080771","@A_ZeeJKT48 om lazzu mo wts baju erigo mu tuh gegara oshiin lia  @lazzuuu_","0","1","0","9","in","1234296221491060738","1726238700710080771","gagituraiii","https://twitter.com/gagituraiii/status/1726238700710080771","","Bandung, Jawa Barat"
"Sun Nov 12 10:02:37 +0000 2023","1723642447732068795","@isaacxqf @Y_ChikaJKT48 @S_AshelJKT48 Wado  ashel dri sr trus erigo emang kurang fit batuk  chk mungkin kecapean kemaren dri malang lngsung semarang yak","0","0","2","17","in","1572510349202718721","1723636393292018075","Sukaaanichh","https://twitter.com/Sukaaanichh/status/1723642447732068795","",""
"Fri Nov 10 08:30:57 +0000 2023","1722894602775282095","Member2 yang jalan2 brg Erigo kan sekalian fotosyut buat produk dan katalog baru nih  jadiii…yak betul  yg dipake belum semua dirilis.  Mimin mantengin kok foto mereka. Jadi jangan request hal yg sama terus ya. Janji dicariin kok. Nunggu admin @erigostore kasih bisikan juga.😜🥰","0","2","1","40","in","821057464523100166","1722894602775282095","fashionjeketi","https://twitter.com/fashionjeketi/status/1722894602775282095","","Boutique"
"Wed Nov 15 09:31:48 +0000 2023","1724721852667588944","td di kampus pas mau jalan ke kelas ada yg make kaos emot erigo adel🙂🙂 makin ingin sembunyi🙂🤸","0","0","0","26","in","1513627725658873856","1724721852667588944","immasimperr","https://twitter.com/immasimperr/status/1724721852667588944","","Indonesia"
